lr,nf,run,beta,alpha,margin,method,dataset,n_iters,n_tasks,download,exp_name,mem_size,momentum,use_augs,data_root,n_classes,subsample,task_free,wandb_log,batch_size,buffer_neg,eval_every,validation,distill_coef,incoming_neg,mir_head_only,wandb_project,load_best_args,cope_temperature,samples_per_task,buffer_batch_size,supcon_temperature,acc
0.01,20,1,0.75,0.75,0.2,der++,cifar100,1,20,0,tmp,20,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,9.86
0.1,20,2,0.75,0.75,0.2,der++,cifar100,1,20,0,tmp,100,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,3.4200000000000004
0.01,20,0,0.75,0.75,0.2,der++,cifar100,1,20,0,tmp,20,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,8.440000000000001
0.1,20,1,0.75,0.75,0.2,der++,cifar100,1,20,0,tmp,100,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,3.3600000000000003
0.1,20,0,0.75,0.75,0.2,der++,cifar100,1,20,0,tmp,100,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,3.7
0.1,20,2,0.75,0.75,0.2,der++,cifar100,1,20,0,tmp,50,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,4.359999999999999
0.1,20,1,0.75,0.75,0.2,der++,cifar100,1,20,0,tmp,50,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,3.38
0.1,20,0,0.75,0.75,0.2,der++,cifar100,1,20,0,tmp,50,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,3.5200000000000005
0.1,20,2,0.75,0.75,0.2,der++,cifar100,1,20,0,tmp,20,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,5.56
0.1,20,1,0.75,0.75,0.2,der++,cifar100,1,20,0,tmp,20,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,4.5600000000000005
0.1,20,0,0.75,0.75,0.2,der++,cifar100,1,20,0,tmp,20,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,5.06
0.001,20,2,0.75,0.75,0.2,der++,cifar10,1,5,0,tmp,100,0.99,1,../cl-pytorch/data,10,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,29.179999999999996
0.001,20,1,0.75,0.75,0.2,der++,cifar10,1,5,0,tmp,100,0.99,1,../cl-pytorch/data,10,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,31.96
0.001,20,0,0.75,0.75,0.2,der++,cifar10,1,5,0,tmp,100,0.99,1,../cl-pytorch/data,10,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,31.560000000000002
0.001,20,2,0.75,0.75,0.2,der++,cifar10,1,5,0,tmp,50,0.99,1,../cl-pytorch/data,10,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,32.08
0.001,20,1,0.75,0.75,0.2,der++,cifar10,1,5,0,tmp,50,0.99,1,../cl-pytorch/data,10,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,33.82
0.001,20,0,0.75,0.75,0.2,der++,cifar10,1,5,0,tmp,50,0.99,1,../cl-pytorch/data,10,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,32.28
0.001,20,2,0.75,0.75,0.2,der++,cifar10,1,5,0,tmp,20,0.99,1,../cl-pytorch/data,10,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,31.46
0.001,20,1,0.75,0.75,0.2,der++,cifar10,1,5,0,tmp,20,0.99,1,../cl-pytorch/data,10,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,30.339999999999996
0.001,20,0,0.75,0.75,0.2,der++,cifar10,1,5,0,tmp,20,0.99,1,../cl-pytorch/data,10,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,29.96
0.01,20,2,0.75,0.75,0.2,der++,cifar10,1,5,0,tmp,100,0.99,1,../cl-pytorch/data,10,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,49.660000000000004
0.01,20,1,0.75,0.75,0.2,der++,cifar10,1,5,0,tmp,100,0.99,1,../cl-pytorch/data,10,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,50.1
0.01,20,0,0.75,0.75,0.2,der++,cifar10,1,5,0,tmp,100,0.99,1,../cl-pytorch/data,10,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,51.7
0.01,20,2,0.75,0.75,0.2,der++,cifar10,1,5,0,tmp,50,0.99,1,../cl-pytorch/data,10,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,51.160000000000004
0.01,20,1,0.75,0.75,0.2,der++,cifar10,1,5,0,tmp,50,0.99,1,../cl-pytorch/data,10,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,45.9
0.01,20,0,0.75,0.75,0.2,der++,cifar10,1,5,0,tmp,50,0.99,1,../cl-pytorch/data,10,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,43.660000000000004
0.01,20,2,0.75,0.75,0.2,der++,cifar10,1,5,0,tmp,20,0.99,1,../cl-pytorch/data,10,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,39.5
0.01,20,1,0.75,0.75,0.2,der++,cifar10,1,5,0,tmp,20,0.99,1,../cl-pytorch/data,10,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,42.0
0.01,20,0,0.75,0.75,0.2,der++,cifar10,1,5,0,tmp,20,0.99,1,../cl-pytorch/data,10,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,34.46
0.1,20,2,0.75,0.75,0.2,der++,cifar10,1,5,0,tmp,100,0.99,1,../cl-pytorch/data,10,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,35.96
0.1,20,1,0.75,0.75,0.2,der++,cifar10,1,5,0,tmp,100,0.99,1,../cl-pytorch/data,10,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,32.54
0.1,20,0,0.75,0.75,0.2,der++,cifar10,1,5,0,tmp,100,0.99,1,../cl-pytorch/data,10,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,30.479999999999997
0.1,20,2,0.75,0.75,0.2,der++,cifar10,1,5,0,tmp,50,0.99,1,../cl-pytorch/data,10,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,37.86
0.1,20,1,0.75,0.75,0.2,der++,cifar10,1,5,0,tmp,50,0.99,1,../cl-pytorch/data,10,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,36.940000000000005
0.1,20,0,0.75,0.75,0.2,der++,cifar10,1,5,0,tmp,50,0.99,1,../cl-pytorch/data,10,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,33.239999999999995
0.1,20,2,0.75,0.75,0.2,der++,cifar10,1,5,0,tmp,20,0.99,1,../cl-pytorch/data,10,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,33.260000000000005
0.1,20,1,0.75,0.75,0.2,der++,cifar10,1,5,0,tmp,20,0.99,1,../cl-pytorch/data,10,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,29.619999999999997
0.1,20,0,0.75,0.75,0.2,der++,cifar10,1,5,0,tmp,20,0.99,1,../cl-pytorch/data,10,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,34.36
0.001,20,2,0.5,0.75,0.2,der++,miniimagenet,1,20,0,tmp,100,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,4.0600000000000005
0.001,20,1,0.5,0.75,0.2,der++,miniimagenet,1,20,0,tmp,100,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,3.88
0.001,20,0,0.5,0.75,0.2,der++,miniimagenet,1,20,0,tmp,100,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,3.4799999999999995
0.001,20,2,0.5,0.75,0.2,der++,miniimagenet,1,20,0,tmp,50,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,3.5200000000000005
0.001,20,1,0.5,0.75,0.2,der++,miniimagenet,1,20,0,tmp,50,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,3.7
0.001,20,0,0.5,0.75,0.2,der++,miniimagenet,1,20,0,tmp,50,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,3.54
0.001,20,2,0.5,0.75,0.2,der++,miniimagenet,1,20,0,tmp,20,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,4.26
0.001,20,1,0.5,0.75,0.2,der++,miniimagenet,1,20,0,tmp,20,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,3.1399999999999997
0.001,20,0,0.5,0.75,0.2,der++,miniimagenet,1,20,0,tmp,20,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,3.8600000000000003
0.01,20,2,0.5,0.75,0.2,der++,miniimagenet,1,20,0,tmp,100,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,4.859999999999999
0.01,20,1,0.5,0.75,0.2,der++,miniimagenet,1,20,0,tmp,100,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,4.74
0.01,20,0,0.5,0.75,0.2,der++,miniimagenet,1,20,0,tmp,100,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,5.14
0.01,20,2,0.5,0.75,0.2,der++,miniimagenet,1,20,0,tmp,50,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,6.08
0.01,20,1,0.5,0.75,0.2,der++,miniimagenet,1,20,0,tmp,50,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,5.36
0.01,20,0,0.5,0.75,0.2,der++,miniimagenet,1,20,0,tmp,50,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,5.32
0.01,20,2,0.5,0.75,0.2,der++,miniimagenet,1,20,0,tmp,20,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,4.88
0.01,20,1,0.5,0.75,0.2,der++,miniimagenet,1,20,0,tmp,20,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,4.359999999999999
0.01,20,0,0.5,0.75,0.2,der++,miniimagenet,1,20,0,tmp,20,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,5.5600000000000005
0.1,20,2,0.5,0.75,0.2,der++,miniimagenet,1,20,0,tmp,100,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,3.9199999999999995
0.1,20,1,0.5,0.75,0.2,der++,miniimagenet,1,20,0,tmp,100,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,3.8
0.1,20,0,0.5,0.75,0.2,der++,miniimagenet,1,20,0,tmp,100,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,4.220000000000001
0.1,20,2,0.5,0.75,0.2,der++,miniimagenet,1,20,0,tmp,50,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,4.26
0.1,20,1,0.5,0.75,0.2,der++,miniimagenet,1,20,0,tmp,50,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,2.7800000000000002
0.1,20,0,0.5,0.75,0.2,der++,miniimagenet,1,20,0,tmp,50,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,3.9799999999999995
0.1,20,2,0.5,0.75,0.2,der++,miniimagenet,1,20,0,tmp,20,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,4.12
0.1,20,1,0.5,0.75,0.2,der++,miniimagenet,1,20,0,tmp,20,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,4.2
0.1,20,0,0.5,0.75,0.2,der++,miniimagenet,1,20,0,tmp,20,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,4.779999999999999
0.001,20,2,0.5,0.75,0.2,der++,cifar100,1,20,0,tmp,100,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,3.34
0.001,20,1,0.5,0.75,0.2,der++,cifar100,1,20,0,tmp,100,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,3.3600000000000003
0.001,20,0,0.5,0.75,0.2,der++,cifar100,1,20,0,tmp,100,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,3.16
0.001,20,2,0.5,0.75,0.2,der++,cifar100,1,20,0,tmp,50,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,3.4800000000000004
0.001,20,1,0.5,0.75,0.2,der++,cifar100,1,20,0,tmp,50,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,3.02
0.001,20,0,0.5,0.75,0.2,der++,cifar100,1,20,0,tmp,50,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,3.3800000000000003
0.001,20,2,0.5,0.75,0.2,der++,cifar100,1,20,0,tmp,20,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,3.6799999999999997
0.001,20,1,0.5,0.75,0.2,der++,cifar100,1,20,0,tmp,20,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,3.3200000000000003
0.001,20,0,0.5,0.75,0.2,der++,cifar100,1,20,0,tmp,20,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,3.900000000000001
0.01,20,2,0.5,0.75,0.2,der++,cifar100,1,20,0,tmp,100,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,4.220000000000001
0.01,20,1,0.5,0.75,0.2,der++,cifar100,1,20,0,tmp,100,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,5.26
0.01,20,0,0.5,0.75,0.2,der++,cifar100,1,20,0,tmp,100,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,4.5200000000000005
0.01,20,2,0.5,0.75,0.2,der++,cifar100,1,20,0,tmp,50,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,4.52
0.01,20,1,0.5,0.75,0.2,der++,cifar100,1,20,0,tmp,50,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,5.2
0.01,20,0,0.5,0.75,0.2,der++,cifar100,1,20,0,tmp,50,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,5.32
0.01,20,2,0.5,0.75,0.2,der++,cifar100,1,20,0,tmp,20,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,4.5600000000000005
0.01,20,1,0.5,0.75,0.2,der++,cifar100,1,20,0,tmp,20,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,4.54
0.01,20,0,0.5,0.75,0.2,der++,cifar100,1,20,0,tmp,20,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,4.839999999999999
0.1,20,2,0.5,0.75,0.2,der++,cifar100,1,20,0,tmp,100,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,2.6
0.1,20,1,0.5,0.75,0.2,der++,cifar100,1,20,0,tmp,100,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,3.1
0.1,20,0,0.5,0.75,0.2,der++,cifar100,1,20,0,tmp,100,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,3.3
0.1,20,2,0.5,0.75,0.2,der++,cifar100,1,20,0,tmp,50,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,3.44
0.1,20,1,0.5,0.75,0.2,der++,cifar100,1,20,0,tmp,50,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,2.96
0.1,20,0,0.5,0.75,0.2,der++,cifar100,1,20,0,tmp,50,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,3.54
0.1,20,2,0.5,0.75,0.2,der++,cifar100,1,20,0,tmp,20,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,3.54
0.1,20,1,0.5,0.75,0.2,der++,cifar100,1,20,0,tmp,20,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,3.1399999999999997
0.1,20,0,0.5,0.75,0.2,der++,cifar100,1,20,0,tmp,20,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,2.8199999999999994
0.001,20,2,0.5,0.75,0.2,der++,cifar10,1,5,0,tmp,100,0.99,1,../cl-pytorch/data,10,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,26.939999999999998
0.001,20,1,0.5,0.75,0.2,der++,cifar10,1,5,0,tmp,100,0.99,1,../cl-pytorch/data,10,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,28.420000000000005
0.001,20,0,0.5,0.75,0.2,der++,cifar10,1,5,0,tmp,100,0.99,1,../cl-pytorch/data,10,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,27.119999999999997
0.001,20,2,0.5,0.75,0.2,der++,cifar10,1,5,0,tmp,50,0.99,1,../cl-pytorch/data,10,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,27.220000000000006
0.001,20,1,0.5,0.75,0.2,der++,cifar10,1,5,0,tmp,50,0.99,1,../cl-pytorch/data,10,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,25.020000000000003
0.001,20,0,0.5,0.75,0.2,der++,cifar10,1,5,0,tmp,50,0.99,1,../cl-pytorch/data,10,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,26.639999999999997
0.001,20,2,0.5,0.75,0.2,der++,cifar10,1,5,0,tmp,20,0.99,1,../cl-pytorch/data,10,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,28.96
0.001,20,1,0.5,0.75,0.2,der++,cifar10,1,5,0,tmp,20,0.99,1,../cl-pytorch/data,10,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,29.120000000000005
0.001,20,0,0.5,0.75,0.2,der++,cifar10,1,5,0,tmp,20,0.99,1,../cl-pytorch/data,10,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,29.54
0.01,20,2,0.5,0.75,0.2,der++,cifar10,1,5,0,tmp,100,0.99,1,../cl-pytorch/data,10,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,43.44
0.01,20,1,0.5,0.75,0.2,der++,cifar10,1,5,0,tmp,100,0.99,1,../cl-pytorch/data,10,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,48.120000000000005
0.01,20,0,0.5,0.75,0.2,der++,cifar10,1,5,0,tmp,100,0.99,1,../cl-pytorch/data,10,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,53.120000000000005
0.01,20,2,0.5,0.75,0.2,der++,cifar10,1,5,0,tmp,50,0.99,1,../cl-pytorch/data,10,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,47.08
0.01,20,1,0.5,0.75,0.2,der++,cifar10,1,5,0,tmp,50,0.99,1,../cl-pytorch/data,10,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,47.74000000000001
0.01,20,0,0.5,0.75,0.2,der++,cifar10,1,5,0,tmp,50,0.99,1,../cl-pytorch/data,10,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,42.36
0.01,20,2,0.5,0.75,0.2,der++,cifar10,1,5,0,tmp,20,0.99,1,../cl-pytorch/data,10,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,42.46
0.01,20,1,0.5,0.75,0.2,der++,cifar10,1,5,0,tmp,20,0.99,1,../cl-pytorch/data,10,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,36.72
0.01,20,0,0.5,0.75,0.2,der++,cifar10,1,5,0,tmp,20,0.99,1,../cl-pytorch/data,10,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,39.059999999999995
0.1,20,2,0.5,0.75,0.2,der++,cifar10,1,5,0,tmp,100,0.99,1,../cl-pytorch/data,10,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,30.8
0.1,20,1,0.5,0.75,0.2,der++,cifar10,1,5,0,tmp,100,0.99,1,../cl-pytorch/data,10,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,32.3
0.1,20,2,0.5,0.75,0.2,der++,cifar10,1,5,0,tmp,50,0.99,1,../cl-pytorch/data,10,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,24.84
0.1,20,0,0.5,0.75,0.2,der++,cifar10,1,5,0,tmp,100,0.99,1,../cl-pytorch/data,10,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,18.14
0.1,20,1,0.5,0.75,0.2,der++,cifar10,1,5,0,tmp,50,0.99,1,../cl-pytorch/data,10,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,34.68
0.1,20,0,0.5,0.75,0.2,der++,cifar10,1,5,0,tmp,50,0.99,1,../cl-pytorch/data,10,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,38.720000000000006
0.1,20,2,0.5,0.75,0.2,der++,cifar10,1,5,0,tmp,20,0.99,1,../cl-pytorch/data,10,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,32.92
0.1,20,1,0.5,0.75,0.2,der++,cifar10,1,5,0,tmp,20,0.99,1,../cl-pytorch/data,10,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,30.439999999999998
0.1,20,0,0.5,0.75,0.2,der++,cifar10,1,5,0,tmp,20,0.99,1,../cl-pytorch/data,10,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,33.62
0.001,20,2,1.0,0.5,0.2,der++,miniimagenet,1,20,0,tmp,100,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,6.12
0.001,20,1,1.0,0.5,0.2,der++,miniimagenet,1,20,0,tmp,100,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,5.779999999999999
0.001,20,0,1.0,0.5,0.2,der++,miniimagenet,1,20,0,tmp,100,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,6.08
0.001,20,2,1.0,0.5,0.2,der++,miniimagenet,1,20,0,tmp,50,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,6.180000000000001
0.001,20,1,1.0,0.5,0.2,der++,miniimagenet,1,20,0,tmp,50,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,5.84
0.001,20,0,1.0,0.5,0.2,der++,miniimagenet,1,20,0,tmp,50,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,5.840000000000001
0.001,20,2,1.0,0.5,0.2,der++,miniimagenet,1,20,0,tmp,20,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,6.0600000000000005
0.001,20,1,1.0,0.5,0.2,der++,miniimagenet,1,20,0,tmp,20,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,6.06
0.001,20,0,1.0,0.5,0.2,der++,miniimagenet,1,20,0,tmp,20,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,5.38
0.01,20,2,1.0,0.5,0.2,der++,miniimagenet,1,20,0,tmp,100,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,10.520000000000001
