lr,nf,run,beta,alpha,margin,method,dataset,n_iters,n_tasks,download,exp_name,mem_size,momentum,use_augs,data_root,n_classes,subsample,task_free,wandb_log,batch_size,buffer_neg,eval_every,validation,distill_coef,incoming_neg,mir_head_only,wandb_project,load_best_args,cope_temperature,samples_per_task,buffer_batch_size,supcon_temperature,acc
0.001,20,2,0.5,0.1,0.2,icarl,miniimagenet,1,20,0,tmp,100,0.99,1,../cl-pytorch/data,100,50,0,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,10.679999999999998
0.001,20,2,0.5,0.1,0.2,mir,cifar100,1,20,0,tmp,100,0.99,1,../cl-pytorch/data,100,50,0,online,10,0,-1,1,1,2,1,online_cl,0,0.1,-1,10,0.2,4.58
0.001,20,2,0.5,0.1,0.2,er_ace,miniimagenet,1,20,0,tmp,50,0.99,0,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,10.120000000000001
0.001,20,1,0.5,0.1,0.2,mir,cifar100,1,20,0,tmp,100,0.99,1,../cl-pytorch/data,100,50,0,online,10,0,-1,1,1,2,1,online_cl,0,0.1,-1,10,0.2,4.32
0.1,20,0,0.5,0.1,0.2,er_aml,miniimagenet,1,20,0,tmp,50,0.99,0,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,17.580000000000002
0.001,20,2,0.5,0.1,0.2,icarl,miniimagenet,1,20,0,tmp,100,0.99,0,../cl-pytorch/data,100,50,0,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,11.220000000000002
0.1,20,2,0.75,0.25,0.2,der++,miniimagenet,1,20,0,tmp,20,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,4.739999999999999
0.01,20,1,0.5,0.1,0.2,agem,miniimagenet,1,20,0,tmp,20,0.99,0,../cl-pytorch/data,100,50,0,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,3.96
0.001,20,1,0.5,0.1,0.2,icarl,miniimagenet,1,20,0,tmp,100,0.99,1,../cl-pytorch/data,100,50,0,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,10.82
0.001,20,0,0.5,0.1,0.2,mir,cifar100,1,20,0,tmp,100,0.99,1,../cl-pytorch/data,100,50,0,online,10,0,-1,1,1,2,1,online_cl,0,0.1,-1,10,0.2,4.4
0.001,20,1,0.5,0.1,0.2,er_ace,miniimagenet,1,20,0,tmp,50,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,7.38
0.001,20,1,0.5,0.1,0.2,icarl,miniimagenet,1,20,0,tmp,100,0.99,0,../cl-pytorch/data,100,50,0,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,11.76
0.001,20,2,0.5,0.1,0.2,mir,cifar100,1,20,0,tmp,50,0.99,1,../cl-pytorch/data,100,50,0,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,5.88
0.001,20,0,0.5,0.1,0.2,icarl,miniimagenet,1,20,0,tmp,100,0.99,1,../cl-pytorch/data,100,50,0,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,10.959999999999999
0.001,20,1,0.5,0.1,0.2,er_ace,miniimagenet,1,20,0,tmp,50,0.99,0,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,9.4
0.1,20,1,0.75,0.25,0.2,der++,miniimagenet,1,20,0,tmp,20,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,6.4399999999999995
0.1,20,2,0.5,0.1,0.2,er_aml,miniimagenet,1,20,0,tmp,20,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,14.459999999999999
0.01,20,0,0.5,0.1,0.2,agem,miniimagenet,1,20,0,tmp,20,0.99,1,../cl-pytorch/data,100,50,0,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,3.5799999999999996
0.001,20,0,0.5,0.1,0.2,icarl,miniimagenet,1,20,0,tmp,100,0.99,0,../cl-pytorch/data,100,50,0,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,11.24
0.001,20,1,0.5,0.1,0.2,mir,cifar100,1,20,0,tmp,50,0.99,1,../cl-pytorch/data,100,50,0,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,5.0600000000000005
0.001,20,2,0.5,0.1,0.2,icarl,miniimagenet,1,20,0,tmp,50,0.99,1,../cl-pytorch/data,100,50,0,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,10.2
0.1,20,0,0.75,0.25,0.2,der++,miniimagenet,1,20,0,tmp,20,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,6.08
0.1,20,2,0.5,0.1,0.2,er_aml,miniimagenet,1,20,0,tmp,20,0.99,0,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,13.319999999999999
0.001,20,0,0.5,0.1,0.2,er_ace,miniimagenet,1,20,0,tmp,50,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,6.8
0.01,20,0,0.5,0.1,0.2,agem,miniimagenet,1,20,0,tmp,20,0.99,0,../cl-pytorch/data,100,50,0,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,3.9200000000000004
0.001,20,0,0.5,0.1,0.2,mir,cifar100,1,20,0,tmp,50,0.99,1,../cl-pytorch/data,100,50,0,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,4.9
0.001,20,2,0.5,0.1,0.2,icarl,miniimagenet,1,20,0,tmp,50,0.99,0,../cl-pytorch/data,100,50,0,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,10.94
0.001,20,1,0.5,0.1,0.2,icarl,miniimagenet,1,20,0,tmp,50,0.99,1,../cl-pytorch/data,100,50,0,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,10.359999999999998
0.001,20,0,0.5,0.1,0.2,er_ace,miniimagenet,1,20,0,tmp,50,0.99,0,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,8.440000000000001
0.001,20,2,0.75,0.25,0.2,der++,cifar100,1,20,0,tmp,100,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,3.9
0.001,20,2,0.5,0.1,0.2,mir,cifar100,1,20,0,tmp,50,0.99,1,../cl-pytorch/data,100,50,0,online,10,0,-1,1,1,2,1,online_cl,0,0.1,-1,10,0.2,4.5
0.001,20,1,0.5,0.1,0.2,icarl,miniimagenet,1,20,0,tmp,50,0.99,0,../cl-pytorch/data,100,50,0,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,10.3
0.1,20,2,0.5,0.1,0.2,agem,miniimagenet,1,20,0,tmp,100,0.99,1,../cl-pytorch/data,100,50,0,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,3.2
0.001,20,1,0.5,0.1,0.2,mir,cifar100,1,20,0,tmp,50,0.99,1,../cl-pytorch/data,100,50,0,online,10,0,-1,1,1,2,1,online_cl,0,0.1,-1,10,0.2,5.0600000000000005
0.001,20,0,0.5,0.1,0.2,icarl,miniimagenet,1,20,0,tmp,50,0.99,1,../cl-pytorch/data,100,50,0,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,10.98
0.001,20,1,0.75,0.25,0.2,der++,cifar100,1,20,0,tmp,100,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,3.8800000000000003
0.1,20,1,0.5,0.1,0.2,er_aml,miniimagenet,1,20,0,tmp,20,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,14.7
0.001,20,2,0.5,0.1,0.2,er_ace,miniimagenet,1,20,0,tmp,20,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,6.76
0.001,20,0,0.5,0.1,0.2,mir,cifar100,1,20,0,tmp,50,0.99,1,../cl-pytorch/data,100,50,0,online,10,0,-1,1,1,2,1,online_cl,0,0.1,-1,10,0.2,5.36
0.1,20,2,0.5,0.1,0.2,agem,miniimagenet,1,20,0,tmp,100,0.99,0,../cl-pytorch/data,100,50,0,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,3.1
0.001,20,0,0.5,0.1,0.2,icarl,miniimagenet,1,20,0,tmp,50,0.99,0,../cl-pytorch/data,100,50,0,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,11.180000000000001
0.001,20,2,0.5,0.1,0.2,icarl,miniimagenet,1,20,0,tmp,20,0.99,1,../cl-pytorch/data,100,50,0,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,9.84
0.001,20,0,0.75,0.25,0.2,der++,cifar100,1,20,0,tmp,100,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,3.7600000000000002
0.001,20,2,0.5,0.1,0.2,er_ace,miniimagenet,1,20,0,tmp,20,0.99,0,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,9.7
0.1,20,1,0.5,0.1,0.2,er_aml,miniimagenet,1,20,0,tmp,20,0.99,0,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,9.7
0.001,20,2,0.5,0.1,0.2,mir,cifar100,1,20,0,tmp,20,0.99,1,../cl-pytorch/data,100,50,0,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,6.419999999999999
0.001,20,2,0.5,0.1,0.2,icarl,miniimagenet,1,20,0,tmp,20,0.99,0,../cl-pytorch/data,100,50,0,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,9.760000000000002
0.001,20,2,0.75,0.25,0.2,der++,cifar100,1,20,0,tmp,50,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,4.08
0.001,20,1,0.5,0.1,0.2,icarl,miniimagenet,1,20,0,tmp,20,0.99,1,../cl-pytorch/data,100,50,0,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,8.780000000000001
0.1,20,1,0.5,0.1,0.2,agem,miniimagenet,1,20,0,tmp,100,0.99,1,../cl-pytorch/data,100,50,0,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,2.96
0.001,20,1,0.5,0.1,0.2,er_ace,miniimagenet,1,20,0,tmp,20,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,6.26
0.001,20,1,0.5,0.1,0.2,mir,cifar100,1,20,0,tmp,20,0.99,1,../cl-pytorch/data,100,50,0,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,5.0
0.001,20,1,0.5,0.1,0.2,icarl,miniimagenet,1,20,0,tmp,20,0.99,0,../cl-pytorch/data,100,50,0,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,10.06
0.001,20,0,0.5,0.1,0.2,icarl,miniimagenet,1,20,0,tmp,20,0.99,1,../cl-pytorch/data,100,50,0,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,9.06
0.001,20,1,0.75,0.25,0.2,der++,cifar100,1,20,0,tmp,50,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,3.44
0.1,20,1,0.5,0.1,0.2,agem,miniimagenet,1,20,0,tmp,100,0.99,0,../cl-pytorch/data,100,50,0,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,3.7399999999999998
0.001,20,1,0.5,0.1,0.2,er_ace,miniimagenet,1,20,0,tmp,20,0.99,0,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,9.180000000000001
0.1,20,0,0.5,0.1,0.2,er_aml,miniimagenet,1,20,0,tmp,20,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,12.759999999999998
0.001,20,0,0.5,0.1,0.2,mir,cifar100,1,20,0,tmp,20,0.99,1,../cl-pytorch/data,100,50,0,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,5.380000000000001
0.001,20,0,0.75,0.25,0.2,der++,cifar100,1,20,0,tmp,50,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,3.4200000000000004
0.001,20,0,0.5,0.1,0.2,icarl,miniimagenet,1,20,0,tmp,20,0.99,0,../cl-pytorch/data,100,50,0,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,10.48
0.1,20,0,0.5,0.1,0.2,agem,miniimagenet,1,20,0,tmp,100,0.99,1,../cl-pytorch/data,100,50,0,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,2.86
0.01,20,2,0.5,0.1,0.2,icarl,miniimagenet,1,20,0,tmp,100,0.99,1,../cl-pytorch/data,100,50,0,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,13.5
0.001,20,2,0.75,0.25,0.2,der++,cifar100,1,20,0,tmp,20,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,4.1
0.1,20,0,0.5,0.1,0.2,er_aml,miniimagenet,1,20,0,tmp,20,0.99,0,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,13.260000000000002
0.001,20,0,0.5,0.1,0.2,er_ace,miniimagenet,1,20,0,tmp,20,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,8.34
0.001,20,2,0.5,0.1,0.2,mir,cifar100,1,20,0,tmp,20,0.99,1,../cl-pytorch/data,100,50,0,online,10,0,-1,1,1,2,1,online_cl,0,0.1,-1,10,0.2,4.82
0.001,20,2,0.5,0.1,0.2,er,miniimagenet,1,20,0,tmp,100,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,5.619999999999999
0.1,20,0,0.5,0.1,0.2,agem,miniimagenet,1,20,0,tmp,100,0.99,0,../cl-pytorch/data,100,50,0,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,3.7
0.001,20,0,0.5,0.1,0.2,er_ace,miniimagenet,1,20,0,tmp,20,0.99,0,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,7.820000000000002
0.001,20,1,0.75,0.25,0.2,der++,cifar100,1,20,0,tmp,20,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,4.4399999999999995
0.001,20,1,0.5,0.1,0.2,mir,cifar100,1,20,0,tmp,20,0.99,1,../cl-pytorch/data,100,50,0,online,10,0,-1,1,1,2,1,online_cl,0,0.1,-1,10,0.2,4.76
0.001,20,2,0.5,0.1,0.2,er,miniimagenet,1,20,0,tmp,100,0.99,0,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,7.459999999999999
0.001,20,2,0.5,0.1,0.2,er_aml,cifar100,1,20,0,tmp,100,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,7.780000000000001
0.01,20,2,0.5,0.1,0.2,icarl,miniimagenet,1,20,0,tmp,100,0.99,0,../cl-pytorch/data,100,50,0,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,16.06
0.001,20,0,0.75,0.25,0.2,der++,cifar100,1,20,0,tmp,20,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,3.900000000000001
0.01,20,1,0.5,0.1,0.2,icarl,miniimagenet,1,20,0,tmp,100,0.99,1,../cl-pytorch/data,100,50,0,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,14.680000000000001
0.001,20,1,0.5,0.1,0.2,er,miniimagenet,1,20,0,tmp,100,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,6.0
0.01,20,2,0.5,0.1,0.2,er_ace,miniimagenet,1,20,0,tmp,100,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,14.66
0.1,20,2,0.5,0.1,0.2,agem,miniimagenet,1,20,0,tmp,50,0.99,1,../cl-pytorch/data,100,50,0,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,3.08
0.001,20,0,0.5,0.1,0.2,mir,cifar100,1,20,0,tmp,20,0.99,1,../cl-pytorch/data,100,50,0,online,10,0,-1,1,1,2,1,online_cl,0,0.1,-1,10,0.2,4.779999999999999
0.001,20,2,0.5,0.1,0.2,er_aml,cifar100,1,20,0,tmp,100,0.99,0,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,8.379999999999999
0.01,20,2,0.75,0.25,0.2,der++,cifar100,1,20,0,tmp,100,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,9.780000000000001
0.01,20,2,0.5,0.1,0.2,er_ace,miniimagenet,1,20,0,tmp,100,0.99,0,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,21.919999999999998
0.1,20,2,0.5,0.1,0.2,agem,miniimagenet,1,20,0,tmp,50,0.99,0,../cl-pytorch/data,100,50,0,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,3.3600000000000003
0.001,20,1,0.5,0.1,0.2,er,miniimagenet,1,20,0,tmp,100,0.99,0,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,7.220000000000001
0.01,20,1,0.5,0.1,0.2,icarl,miniimagenet,1,20,0,tmp,100,0.99,0,../cl-pytorch/data,100,50,0,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,15.939999999999998
0.01,20,1,0.75,0.25,0.2,der++,cifar100,1,20,0,tmp,100,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,12.559999999999999
0.001,20,1,0.5,0.1,0.2,er_aml,cifar100,1,20,0,tmp,100,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,8.18
0.01,20,1,0.5,0.1,0.2,er_ace,miniimagenet,1,20,0,tmp,100,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,17.06
0.001,20,0,0.5,0.1,0.2,er,miniimagenet,1,20,0,tmp,100,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,5.92
0.01,20,2,0.5,0.1,0.2,mir,cifar100,1,20,0,tmp,100,0.99,1,../cl-pytorch/data,100,50,0,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,12.08
0.1,20,1,0.5,0.1,0.2,agem,miniimagenet,1,20,0,tmp,50,0.99,1,../cl-pytorch/data,100,50,0,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,3.02
0.01,20,0,0.75,0.25,0.2,der++,cifar100,1,20,0,tmp,100,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,11.440000000000001
0.01,20,1,0.5,0.1,0.2,er_ace,miniimagenet,1,20,0,tmp,100,0.99,0,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,16.64
0.01,20,0,0.5,0.1,0.2,icarl,miniimagenet,1,20,0,tmp,100,0.99,1,../cl-pytorch/data,100,50,0,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,14.200000000000003
0.001,20,1,0.5,0.1,0.2,er_aml,cifar100,1,20,0,tmp,100,0.99,0,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,7.88
0.001,20,0,0.5,0.1,0.2,er,miniimagenet,1,20,0,tmp,100,0.99,0,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,6.659999999999999
0.1,20,1,0.5,0.1,0.2,agem,miniimagenet,1,20,0,tmp,50,0.99,0,../cl-pytorch/data,100,50,0,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,3.54
0.01,20,2,0.75,0.25,0.2,der++,cifar100,1,20,0,tmp,50,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,9.58
0.001,20,2,0.5,0.1,0.2,er,miniimagenet,1,20,0,tmp,50,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,5.7
0.01,20,0,0.5,0.1,0.2,er_ace,miniimagenet,1,20,0,tmp,100,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,17.18
0.01,20,1,0.5,0.1,0.2,mir,cifar100,1,20,0,tmp,100,0.99,1,../cl-pytorch/data,100,50,0,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,12.6
0.001,20,0,0.5,0.1,0.2,er_aml,cifar100,1,20,0,tmp,100,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,8.24
0.01,20,1,0.75,0.25,0.2,der++,cifar100,1,20,0,tmp,50,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,9.620000000000001
0.01,20,0,0.5,0.1,0.2,icarl,miniimagenet,1,20,0,tmp,100,0.99,0,../cl-pytorch/data,100,50,0,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,15.560000000000002
0.1,20,0,0.5,0.1,0.2,agem,miniimagenet,1,20,0,tmp,50,0.99,1,../cl-pytorch/data,100,50,0,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,3.1
0.01,20,0,0.5,0.1,0.2,er_ace,miniimagenet,1,20,0,tmp,100,0.99,0,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,19.46
0.01,20,2,0.5,0.1,0.2,icarl,miniimagenet,1,20,0,tmp,50,0.99,1,../cl-pytorch/data,100,50,0,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,13.66
0.001,20,2,0.5,0.1,0.2,er,miniimagenet,1,20,0,tmp,50,0.99,0,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,8.26
0.01,20,0,0.75,0.25,0.2,der++,cifar100,1,20,0,tmp,50,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,11.559999999999999
0.001,20,0,0.5,0.1,0.2,er_aml,cifar100,1,20,0,tmp,100,0.99,0,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,7.859999999999999
0.1,20,0,0.5,0.1,0.2,agem,miniimagenet,1,20,0,tmp,50,0.99,0,../cl-pytorch/data,100,50,0,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,3.54
0.001,20,1,0.5,0.1,0.2,er,miniimagenet,1,20,0,tmp,50,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,5.96
0.01,20,2,0.5,0.1,0.2,er_ace,miniimagenet,1,20,0,tmp,50,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,16.68
0.01,20,0,0.5,0.1,0.2,mir,cifar100,1,20,0,tmp,100,0.99,1,../cl-pytorch/data,100,50,0,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,14.420000000000002
0.01,20,2,0.5,0.1,0.2,icarl,miniimagenet,1,20,0,tmp,50,0.99,0,../cl-pytorch/data,100,50,0,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,15.439999999999998
0.01,20,2,0.75,0.25,0.2,der++,cifar100,1,20,0,tmp,20,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,9.959999999999999
0.01,20,2,0.5,0.1,0.2,er_ace,miniimagenet,1,20,0,tmp,50,0.99,0,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,19.6
0.001,20,2,0.5,0.1,0.2,er_aml,cifar100,1,20,0,tmp,50,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,8.459999999999999
0.001,20,1,0.5,0.1,0.2,er,miniimagenet,1,20,0,tmp,50,0.99,0,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,6.980000000000001
0.1,20,2,0.5,0.1,0.2,agem,miniimagenet,1,20,0,tmp,20,0.99,1,../cl-pytorch/data,100,50,0,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,3.12
0.01,20,2,0.5,0.1,0.2,mir,cifar100,1,20,0,tmp,100,0.99,1,../cl-pytorch/data,100,50,0,online,10,0,-1,1,1,2,1,online_cl,0,0.1,-1,10,0.2,11.16
0.01,20,1,0.75,0.25,0.2,der++,cifar100,1,20,0,tmp,20,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,11.780000000000001
0.01,20,1,0.5,0.1,0.2,icarl,miniimagenet,1,20,0,tmp,50,0.99,1,../cl-pytorch/data,100,50,0,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,13.419999999999998
0.001,20,0,0.5,0.1,0.2,er,miniimagenet,1,20,0,tmp,50,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,5.68
0.01,20,1,0.5,0.1,0.2,er_ace,miniimagenet,1,20,0,tmp,50,0.99,1,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,17.419999999999998
0.001,20,2,0.5,0.1,0.2,er_aml,cifar100,1,20,0,tmp,50,0.99,0,../cl-pytorch/data,100,50,1,online,10,0,-1,1,1,2,0,online_cl,0,0.1,-1,10,0.2,8.559999999999999
